MAJOR1:0:0:Unser Geheimdienst konnte erfolgreich eine Wirtschaftsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR2:0:0:Unser Geheimdienst konnte erfolgreich eine Wirtschaftsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR3:0:0:Unser Geheimdienst konnte erfolgreich eine Wirtschaftsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR4:0:0:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Wirtschaftsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR5:0:0:Der Cartarianischer Geheimbund konnte erfolgreich eine Wirtschaftsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR6:0:0:Unser Geheimdienst konnte erfolgreich eine Wirtschaftsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR1:0:1:Unser Geheimdienst konnte erfolgreich mehrere Wirtschaftsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ aktuell $credits$ Credits ihr Eigen nennen kann.
MAJOR2:0:1:Unser Geheimdienst konnte erfolgreich mehrere Wirtschaftsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ aktuell $credits$ Credits ihr Eigen nennen kann.
MAJOR3:0:1:Unser Geheimdienst konnte erfolgreich mehrere Wirtschaftsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ aktuell $credits$ Credits ihr Eigen nennen kann.
MAJOR4:0:1:Die Taq'rhiar Schaltzentrale konnte erfolgreich mehrere Wirtschaftsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ aktuell $credits$ Credits ihr Eigen nennen kann.
MAJOR5:0:1:Der Cartarianischer Geheimbund konnte erfolgreich mehrere Wirtschaftsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ aktuell $credits$ Credits ihr Eigen nennen kann.
MAJOR6:0:1:Unser Geheimdienst konnte erfolgreich mehrere Wirtschaftsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ aktuell $credits$ Credits ihr Eigen nennen kann.
MAJOR1:1:0:Unser Geheimdienst konnte erfolgreich eine Forschungsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR2:1:0:Unser Geheimdienst konnte erfolgreich eine Forschungsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR3:1:0:Unser Geheimdienst konnte erfolgreich eine Forschungsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR4:1:0:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Forschungsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR5:1:0:Der Cartarianischer Geheimbund konnte erfolgreich eine Forschungsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR6:1:0:Unser Geheimdienst konnte erfolgreich eine Forschungsspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR1:1:1:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ insgesamt $FP$ Forschungspunkte generiert.
MAJOR2:1:1:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ insgesamt $FP$ Forschungspunkte generiert.
MAJOR3:1:1:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ insgesamt $FP$ Forschungspunkte generiert.
MAJOR4:1:1:Die Taq'rhiar Schaltzentrale konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ insgesamt $FP$ Forschungspunkte generiert.
MAJOR5:1:1:Der Cartarianischer Geheimbund konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ insgesamt $FP$ Forschungspunkte generiert.
MAJOR6:1:1:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ mittlerweile die $techlevel$ Stufe im Bereich der $techtype$ erreicht hat.
MAJOR1:1:2:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ mittlerweile die $techlevel$ Stufe im Bereich der $techtype$ erreicht hat.
MAJOR2:1:2:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ mittlerweile die $techlevel$ Stufe im Bereich der $techtype$ erreicht hat.
MAJOR3:1:2:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ mittlerweile die $techlevel$ Stufe im Bereich der $techtype$ erreicht hat.
MAJOR4:1:2:Die Taq'rhiar Schaltzentrale konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ mittlerweile die $techlevel$ Stufe im Bereich der $techtype$ erreicht hat.
MAJOR5:1:2:Der Cartarianischer Geheimbund konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ mittlerweile die $techlevel$ Stufe im Bereich der $techtype$ erreicht hat.
MAJOR6:1:2:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ mittlerweile die $techlevel$ Stufe im Bereich der $techtype$ erreicht hat.
MAJOR1:1:3:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ die Spezialforschung "$specialtech$ - $choosenspecial$" erforscht hat.
MAJOR2:1:3:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ die Spezialforschung "$specialtech$ - $choosenspecial$" erforscht hat.
MAJOR3:1:3:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ die Spezialforschung "$specialtech$ - $choosenspecial$" erforscht hat.
MAJOR4:1:3:Die Taq'rhiar Schaltzentrale konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ die Spezialforschung "$specialtech$ - $choosenspecial$" erforscht hat.
MAJOR5:1:3:Der Cartarianischer Geheimbund konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ die Spezialforschung "$specialtech$ - $choosenspecial$" erforscht hat.
MAJOR6:1:3:Unser Geheimdienst konnte erfolgreich mehrere Forschungsspione einschleusen. Dadurch konnten wir in Erfahrung bringen, dass $race$ die Spezialforschung "$specialtech$ - $choosenspecial$" erforscht hat.
MAJOR1:2:0:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR2:2:0:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR3:2:0:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR4:2:0:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR5:2:0:Der Cartarianischer Geheimbund konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR6:2:0:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude "$building$" besitzt.
MAJOR1:2:1:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $troop$ stationiert hat.
MAJOR2:2:1:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $troop$ stationiert hat.
MAJOR3:2:1:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $troop$ stationiert hat.
MAJOR4:2:1:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ Gebäude $troop$ stationiert hat.
MAJOR5:2:1:Der Cartarianischer Geheimbund konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $troop$ stationiert hat.
MAJOR6:2:1:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $troop$ stationiert hat.
MAJOR1:2:2:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $ship$ besitzt.
MAJOR2:2:2:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $ship$ besitzt.
MAJOR3:2:2:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $ship$ besitzt.
MAJOR4:2:2:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $ship$ besitzt.
MAJOR5:2:2:Der Cartarianischer Geheimbund konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $ship$ besitzt.
MAJOR6:2:2:Unser Geheimdienst konnte erfolgreich eine Militärspionageaktion durchführen. Durch diese erfolgreiche Geheimdienstaktion liegen uns Berichte vor, dass $race$ im $system$-System $number$ $ship$ besitzt.
