CAI Adelphi
CAI Advancer
CAI Adventurer
CAI Aggravator
CAI Algonquin
CAI Ambition
CAI Ambitious
CAI Ambush
CAI Amputater
CAI Anarchy
CAI Ancestor
CAI Anguisher
CAI Antagonist
CAI Apex
CAI Apparition
CAI Arrestor
CAI Arrow
CAI Arrowhead
CAI Ascension
CAI Aspiration
CAI Assassin
CAI Assaulter
CAI Audacious
CAI Avalanche
CAI Avaricious
CAI Avenger
CAI Bakal
CAI Banshee
CAI Barracuda
CAI Batterer
CAI Battler
CAI Belligerence
CAI Benefactor
CAI Bequest
CAI Berlinetta
CAI Berserk
CAI Birthright
CAI Black Lion
CAI Black Lynx
CAI Black Tiger
CAI Blizzard
CAI Bloodhound
CAI Bobcat
CAI Bold
CAI Bonecrusher
CAI Brawler
CAI Brigand
CAI Buccaneer
CAI Bushfire
CAI Captivator
CAI Caravan
CAI Carnage
CAI Catspaw
CAI Challenger
CAI Charger
CAI Chariot
CAI Chaser
CAI Cheetah
CAI Citation
CAI Clansman
CAI Cold Blood
CAI Compliant
CAI Conflagration
CAI Conqueror
CAI Conquest
CAI Consecrater
CAI Consolation
CAI Contender
CAI Corak
CAI Cougar
CAI Courageous
CAI Courser
CAI Crossbow
CAI Crossfire
CAI Crosshair
CAI Cruel Fate
CAI Crusader
CAI Culmination
CAI Cunning
CAI Curare
CAI Cyclops
CAI Danel
CAI Darhe'el
CAI Dark Fate
CAI DarkKnight
CAI Daro
CAI Dart
CAI Dauntless
CAI Davel
CAI Deadly Bite
CAI Deathblow
CAI Deathcap
CAI Deathchill
CAI Deathfire
CAI Deathgrip
CAI Deathknell
CAI Deathmatch
CAI Deathtoll
CAI Deathtrap
CAI Deathwind
CAI Deceitful
CAI Defeater
CAI Deformer
CAI Demiser
CAI Demolisher
CAI Descendant
CAI Desecrater
CAI Desolator
CAI Desperado
CAI Despicable
CAI Despoiler
CAI Destructor
CAI Detestable
CAI Detestor
CAI Detonator
CAI Devastator
CAI Devious
CAI Devotion
CAI Devourer
CAI Dictator
CAI Diligent
CAI Diminisher
CAI Discovery
CAI Disembowelor
CAI Disintegrator
CAI Dismantler
CAI Dissector
CAI Dolak
CAI Doluz,Marik
CAI Dominator
CAI Drifter
CAI Duran
CAI Eclipse
CAI Eliminator
CAI Enchantment
CAI Enforcer
CAI Enhancer
CAI Enslaver
CAI Enticement
CAI Eradicator
CAI Eruption
CAI Escalade
CAI Escapade
CAI Excursion
CAI Executioner
CAI Executor
CAI Exocet
CAI Expeditious
CAI Explorer
CAI Exterminator
CAI Fanatic
CAI Fatal Blow
CAI Fatherland
CAI Favored Son
CAI Fearless
CAI Ferocious
CAI Filial Duty
CAI Fire Drake
CAI Fireflow
CAI Firestorm
CAI Firewall
CAI Flamboyant
CAI Flanker
CAI Forerunner
CAI Fracturer
CAI Frontier
CAI Fugitive
CAI Gale
CAI Gallant
CAI Gemstone
CAI Glacier
CAI Glorious
CAI Gravedigger
CAI Great Roar
CAI Grenadier
CAI Griffon
